absolute path,relative path,class
D:\Projects\Python\python\Lab5\dataset\2254.jpg,..\python\Lab5\dataset\2254.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8216.jpg,..\python\Lab5\dataset\8216.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3639.jpg,..\python\Lab5\dataset\3639.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8016.jpg,..\python\Lab5\dataset\8016.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5902.jpg,..\python\Lab5\dataset\5902.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2263.jpg,..\python\Lab5\dataset\2263.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3064.jpg,..\python\Lab5\dataset\3064.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3045.jpg,..\python\Lab5\dataset\3045.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3423.jpg,..\python\Lab5\dataset\3423.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5186.jpg,..\python\Lab5\dataset\5186.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1630.jpg,..\python\Lab5\dataset\1630.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4448.jpg,..\python\Lab5\dataset\4448.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6808.jpg,..\python\Lab5\dataset\6808.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5324.jpg,..\python\Lab5\dataset\5324.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9083.jpg,..\python\Lab5\dataset\9083.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1965.jpg,..\python\Lab5\dataset\1965.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0544.jpg,..\python\Lab5\dataset\0544.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9333.jpg,..\python\Lab5\dataset\9333.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3436.jpg,..\python\Lab5\dataset\3436.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9282.jpg,..\python\Lab5\dataset\9282.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0921.jpg,..\python\Lab5\dataset\0921.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7643.jpg,..\python\Lab5\dataset\7643.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1114.jpg,..\python\Lab5\dataset\1114.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9884.jpg,..\python\Lab5\dataset\9884.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7538.jpg,..\python\Lab5\dataset\7538.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3353.jpg,..\python\Lab5\dataset\3353.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5018.jpg,..\python\Lab5\dataset\5018.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4306.jpg,..\python\Lab5\dataset\4306.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5698.jpg,..\python\Lab5\dataset\5698.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9579.jpg,..\python\Lab5\dataset\9579.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9040.jpg,..\python\Lab5\dataset\9040.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8030.jpg,..\python\Lab5\dataset\8030.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9424.jpg,..\python\Lab5\dataset\9424.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5650.jpg,..\python\Lab5\dataset\5650.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8447.jpg,..\python\Lab5\dataset\8447.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9174.jpg,..\python\Lab5\dataset\9174.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3826.jpg,..\python\Lab5\dataset\3826.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5732.jpg,..\python\Lab5\dataset\5732.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2049.jpg,..\python\Lab5\dataset\2049.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2058.jpg,..\python\Lab5\dataset\2058.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6028.jpg,..\python\Lab5\dataset\6028.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9494.jpg,..\python\Lab5\dataset\9494.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0689.jpg,..\python\Lab5\dataset\0689.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5386.jpg,..\python\Lab5\dataset\5386.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1062.jpg,..\python\Lab5\dataset\1062.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5316.jpg,..\python\Lab5\dataset\5316.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9608.jpg,..\python\Lab5\dataset\9608.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8972.jpg,..\python\Lab5\dataset\8972.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9056.jpg,..\python\Lab5\dataset\9056.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9484.jpg,..\python\Lab5\dataset\9484.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8433.jpg,..\python\Lab5\dataset\8433.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2146.jpg,..\python\Lab5\dataset\2146.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9771.jpg,..\python\Lab5\dataset\9771.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3502.jpg,..\python\Lab5\dataset\3502.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4049.jpg,..\python\Lab5\dataset\4049.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3578.jpg,..\python\Lab5\dataset\3578.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0184.jpg,..\python\Lab5\dataset\0184.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7907.jpg,..\python\Lab5\dataset\7907.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7160.jpg,..\python\Lab5\dataset\7160.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3955.jpg,..\python\Lab5\dataset\3955.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1247.jpg,..\python\Lab5\dataset\1247.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8923.jpg,..\python\Lab5\dataset\8923.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2517.jpg,..\python\Lab5\dataset\2517.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9012.jpg,..\python\Lab5\dataset\9012.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7974.jpg,..\python\Lab5\dataset\7974.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8696.jpg,..\python\Lab5\dataset\8696.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1720.jpg,..\python\Lab5\dataset\1720.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9825.jpg,..\python\Lab5\dataset\9825.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1943.jpg,..\python\Lab5\dataset\1943.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8630.jpg,..\python\Lab5\dataset\8630.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8595.jpg,..\python\Lab5\dataset\8595.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7897.jpg,..\python\Lab5\dataset\7897.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1234.jpg,..\python\Lab5\dataset\1234.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7914.jpg,..\python\Lab5\dataset\7914.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0048.jpg,..\python\Lab5\dataset\0048.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7710.jpg,..\python\Lab5\dataset\7710.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1205.jpg,..\python\Lab5\dataset\1205.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4007.jpg,..\python\Lab5\dataset\4007.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7428.jpg,..\python\Lab5\dataset\7428.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1546.jpg,..\python\Lab5\dataset\1546.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3334.jpg,..\python\Lab5\dataset\3334.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8869.jpg,..\python\Lab5\dataset\8869.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5080.jpg,..\python\Lab5\dataset\5080.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5319.jpg,..\python\Lab5\dataset\5319.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0371.jpg,..\python\Lab5\dataset\0371.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0751.jpg,..\python\Lab5\dataset\0751.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0987.jpg,..\python\Lab5\dataset\0987.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2656.jpg,..\python\Lab5\dataset\2656.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9035.jpg,..\python\Lab5\dataset\9035.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8205.jpg,..\python\Lab5\dataset\8205.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0383.jpg,..\python\Lab5\dataset\0383.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4012.jpg,..\python\Lab5\dataset\4012.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6314.jpg,..\python\Lab5\dataset\6314.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0458.jpg,..\python\Lab5\dataset\0458.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3527.jpg,..\python\Lab5\dataset\3527.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0563.jpg,..\python\Lab5\dataset\0563.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8147.jpg,..\python\Lab5\dataset\8147.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2131.jpg,..\python\Lab5\dataset\2131.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5114.jpg,..\python\Lab5\dataset\5114.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2689.jpg,..\python\Lab5\dataset\2689.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0288.jpg,..\python\Lab5\dataset\0288.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7117.jpg,..\python\Lab5\dataset\7117.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7694.jpg,..\python\Lab5\dataset\7694.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2713.jpg,..\python\Lab5\dataset\2713.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7644.jpg,..\python\Lab5\dataset\7644.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7118.jpg,..\python\Lab5\dataset\7118.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9332.jpg,..\python\Lab5\dataset\9332.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5434.jpg,..\python\Lab5\dataset\5434.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7853.jpg,..\python\Lab5\dataset\7853.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6139.jpg,..\python\Lab5\dataset\6139.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1524.jpg,..\python\Lab5\dataset\1524.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0340.jpg,..\python\Lab5\dataset\0340.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8146.jpg,..\python\Lab5\dataset\8146.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7246.jpg,..\python\Lab5\dataset\7246.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1586.jpg,..\python\Lab5\dataset\1586.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5509.jpg,..\python\Lab5\dataset\5509.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8050.jpg,..\python\Lab5\dataset\8050.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6793.jpg,..\python\Lab5\dataset\6793.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0168.jpg,..\python\Lab5\dataset\0168.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8075.jpg,..\python\Lab5\dataset\8075.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7719.jpg,..\python\Lab5\dataset\7719.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6769.jpg,..\python\Lab5\dataset\6769.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3445.jpg,..\python\Lab5\dataset\3445.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0121.jpg,..\python\Lab5\dataset\0121.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1080.jpg,..\python\Lab5\dataset\1080.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0416.jpg,..\python\Lab5\dataset\0416.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5518.jpg,..\python\Lab5\dataset\5518.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2227.jpg,..\python\Lab5\dataset\2227.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2709.jpg,..\python\Lab5\dataset\2709.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1627.jpg,..\python\Lab5\dataset\1627.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3904.jpg,..\python\Lab5\dataset\3904.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4019.jpg,..\python\Lab5\dataset\4019.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2112.jpg,..\python\Lab5\dataset\2112.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7238.jpg,..\python\Lab5\dataset\7238.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4274.jpg,..\python\Lab5\dataset\4274.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6900.jpg,..\python\Lab5\dataset\6900.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3556.jpg,..\python\Lab5\dataset\3556.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4395.jpg,..\python\Lab5\dataset\4395.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5378.jpg,..\python\Lab5\dataset\5378.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6763.jpg,..\python\Lab5\dataset\6763.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2993.jpg,..\python\Lab5\dataset\2993.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3074.jpg,..\python\Lab5\dataset\3074.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6158.jpg,..\python\Lab5\dataset\6158.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9044.jpg,..\python\Lab5\dataset\9044.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7013.jpg,..\python\Lab5\dataset\7013.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2197.jpg,..\python\Lab5\dataset\2197.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2091.jpg,..\python\Lab5\dataset\2091.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5081.jpg,..\python\Lab5\dataset\5081.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8841.jpg,..\python\Lab5\dataset\8841.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1513.jpg,..\python\Lab5\dataset\1513.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3362.jpg,..\python\Lab5\dataset\3362.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0752.jpg,..\python\Lab5\dataset\0752.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2557.jpg,..\python\Lab5\dataset\2557.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9067.jpg,..\python\Lab5\dataset\9067.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8582.jpg,..\python\Lab5\dataset\8582.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3963.jpg,..\python\Lab5\dataset\3963.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6510.jpg,..\python\Lab5\dataset\6510.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5906.jpg,..\python\Lab5\dataset\5906.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0682.jpg,..\python\Lab5\dataset\0682.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1724.jpg,..\python\Lab5\dataset\1724.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1449.jpg,..\python\Lab5\dataset\1449.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3346.jpg,..\python\Lab5\dataset\3346.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5014.jpg,..\python\Lab5\dataset\5014.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7247.jpg,..\python\Lab5\dataset\7247.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3764.jpg,..\python\Lab5\dataset\3764.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8545.jpg,..\python\Lab5\dataset\8545.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7700.jpg,..\python\Lab5\dataset\7700.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1572.jpg,..\python\Lab5\dataset\1572.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4254.jpg,..\python\Lab5\dataset\4254.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3028.jpg,..\python\Lab5\dataset\3028.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3731.jpg,..\python\Lab5\dataset\3731.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4978.jpg,..\python\Lab5\dataset\4978.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3802.jpg,..\python\Lab5\dataset\3802.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4576.jpg,..\python\Lab5\dataset\4576.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7944.jpg,..\python\Lab5\dataset\7944.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2854.jpg,..\python\Lab5\dataset\2854.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3011.jpg,..\python\Lab5\dataset\3011.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2959.jpg,..\python\Lab5\dataset\2959.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3714.jpg,..\python\Lab5\dataset\3714.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2894.jpg,..\python\Lab5\dataset\2894.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2348.jpg,..\python\Lab5\dataset\2348.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3187.jpg,..\python\Lab5\dataset\3187.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2221.jpg,..\python\Lab5\dataset\2221.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7785.jpg,..\python\Lab5\dataset\7785.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6444.jpg,..\python\Lab5\dataset\6444.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4698.jpg,..\python\Lab5\dataset\4698.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2396.jpg,..\python\Lab5\dataset\2396.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9922.jpg,..\python\Lab5\dataset\9922.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4021.jpg,..\python\Lab5\dataset\4021.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1638.jpg,..\python\Lab5\dataset\1638.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1838.jpg,..\python\Lab5\dataset\1838.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3976.jpg,..\python\Lab5\dataset\3976.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6023.jpg,..\python\Lab5\dataset\6023.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0306.jpg,..\python\Lab5\dataset\0306.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6674.jpg,..\python\Lab5\dataset\6674.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5929.jpg,..\python\Lab5\dataset\5929.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9391.jpg,..\python\Lab5\dataset\9391.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1650.jpg,..\python\Lab5\dataset\1650.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3067.jpg,..\python\Lab5\dataset\3067.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6379.jpg,..\python\Lab5\dataset\6379.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1557.jpg,..\python\Lab5\dataset\1557.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6680.jpg,..\python\Lab5\dataset\6680.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7350.jpg,..\python\Lab5\dataset\7350.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9986.jpg,..\python\Lab5\dataset\9986.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7753.jpg,..\python\Lab5\dataset\7753.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1918.jpg,..\python\Lab5\dataset\1918.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0187.jpg,..\python\Lab5\dataset\0187.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8441.jpg,..\python\Lab5\dataset\8441.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3762.jpg,..\python\Lab5\dataset\3762.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4747.jpg,..\python\Lab5\dataset\4747.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0932.jpg,..\python\Lab5\dataset\0932.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8348.jpg,..\python\Lab5\dataset\8348.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7536.jpg,..\python\Lab5\dataset\7536.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2771.jpg,..\python\Lab5\dataset\2771.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1328.jpg,..\python\Lab5\dataset\1328.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5697.jpg,..\python\Lab5\dataset\5697.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3288.jpg,..\python\Lab5\dataset\3288.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5981.jpg,..\python\Lab5\dataset\5981.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0873.jpg,..\python\Lab5\dataset\0873.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1803.jpg,..\python\Lab5\dataset\1803.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8286.jpg,..\python\Lab5\dataset\8286.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9698.jpg,..\python\Lab5\dataset\9698.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6456.jpg,..\python\Lab5\dataset\6456.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2652.jpg,..\python\Lab5\dataset\2652.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2335.jpg,..\python\Lab5\dataset\2335.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0968.jpg,..\python\Lab5\dataset\0968.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2683.jpg,..\python\Lab5\dataset\2683.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4270.jpg,..\python\Lab5\dataset\4270.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9846.jpg,..\python\Lab5\dataset\9846.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8329.jpg,..\python\Lab5\dataset\8329.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\5182.jpg,..\python\Lab5\dataset\5182.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9717.jpg,..\python\Lab5\dataset\9717.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2992.jpg,..\python\Lab5\dataset\2992.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4766.jpg,..\python\Lab5\dataset\4766.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2523.jpg,..\python\Lab5\dataset\2523.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7278.jpg,..\python\Lab5\dataset\7278.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6678.jpg,..\python\Lab5\dataset\6678.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\6128.jpg,..\python\Lab5\dataset\6128.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\9474.jpg,..\python\Lab5\dataset\9474.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0299.jpg,..\python\Lab5\dataset\0299.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\3957.jpg,..\python\Lab5\dataset\3957.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\0518.jpg,..\python\Lab5\dataset\0518.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7991.jpg,..\python\Lab5\dataset\7991.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7570.jpg,..\python\Lab5\dataset\7570.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\2560.jpg,..\python\Lab5\dataset\2560.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\4930.jpg,..\python\Lab5\dataset\4930.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\8250.jpg,..\python\Lab5\dataset\8250.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\1338.jpg,..\python\Lab5\dataset\1338.jpg,tiger
D:\Projects\Python\python\Lab5\dataset\7920.jpg,..\python\Lab5\dataset\7920.jpg,tiger
