absolute path,relative path,class
D:\Projects\Python\python\Lab4\dataset\tiger\0119.jpg,..\python\Lab4\dataset\tiger\0119.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0120.jpg,..\python\Lab4\dataset\tiger\0120.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0121.jpg,..\python\Lab4\dataset\tiger\0121.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0122.jpg,..\python\Lab4\dataset\tiger\0122.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0123.jpg,..\python\Lab4\dataset\tiger\0123.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0124.jpg,..\python\Lab4\dataset\tiger\0124.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0125.jpg,..\python\Lab4\dataset\tiger\0125.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0126.jpg,..\python\Lab4\dataset\tiger\0126.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0127.jpg,..\python\Lab4\dataset\tiger\0127.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0128.jpg,..\python\Lab4\dataset\tiger\0128.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0129.jpg,..\python\Lab4\dataset\tiger\0129.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0130.jpg,..\python\Lab4\dataset\tiger\0130.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0131.jpg,..\python\Lab4\dataset\tiger\0131.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0132.jpg,..\python\Lab4\dataset\tiger\0132.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0133.jpg,..\python\Lab4\dataset\tiger\0133.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0134.jpg,..\python\Lab4\dataset\tiger\0134.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0135.jpg,..\python\Lab4\dataset\tiger\0135.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0136.jpg,..\python\Lab4\dataset\tiger\0136.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0137.jpg,..\python\Lab4\dataset\tiger\0137.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0138.jpg,..\python\Lab4\dataset\tiger\0138.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0139.jpg,..\python\Lab4\dataset\tiger\0139.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0140.jpg,..\python\Lab4\dataset\tiger\0140.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0141.jpg,..\python\Lab4\dataset\tiger\0141.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0142.jpg,..\python\Lab4\dataset\tiger\0142.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0143.jpg,..\python\Lab4\dataset\tiger\0143.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0144.jpg,..\python\Lab4\dataset\tiger\0144.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0145.jpg,..\python\Lab4\dataset\tiger\0145.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0146.jpg,..\python\Lab4\dataset\tiger\0146.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0147.jpg,..\python\Lab4\dataset\tiger\0147.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0148.jpg,..\python\Lab4\dataset\tiger\0148.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0149.jpg,..\python\Lab4\dataset\tiger\0149.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0150.jpg,..\python\Lab4\dataset\tiger\0150.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0151.jpg,..\python\Lab4\dataset\tiger\0151.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0152.jpg,..\python\Lab4\dataset\tiger\0152.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0153.jpg,..\python\Lab4\dataset\tiger\0153.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0154.jpg,..\python\Lab4\dataset\tiger\0154.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0155.jpg,..\python\Lab4\dataset\tiger\0155.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0156.jpg,..\python\Lab4\dataset\tiger\0156.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0157.jpg,..\python\Lab4\dataset\tiger\0157.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0158.jpg,..\python\Lab4\dataset\tiger\0158.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0159.jpg,..\python\Lab4\dataset\tiger\0159.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0160.jpg,..\python\Lab4\dataset\tiger\0160.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0161.jpg,..\python\Lab4\dataset\tiger\0161.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0162.jpg,..\python\Lab4\dataset\tiger\0162.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0163.jpg,..\python\Lab4\dataset\tiger\0163.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0164.jpg,..\python\Lab4\dataset\tiger\0164.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0165.jpg,..\python\Lab4\dataset\tiger\0165.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0166.jpg,..\python\Lab4\dataset\tiger\0166.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0167.jpg,..\python\Lab4\dataset\tiger\0167.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0168.jpg,..\python\Lab4\dataset\tiger\0168.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0169.jpg,..\python\Lab4\dataset\tiger\0169.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0170.jpg,..\python\Lab4\dataset\tiger\0170.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0171.jpg,..\python\Lab4\dataset\tiger\0171.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0172.jpg,..\python\Lab4\dataset\tiger\0172.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0173.jpg,..\python\Lab4\dataset\tiger\0173.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0174.jpg,..\python\Lab4\dataset\tiger\0174.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0175.jpg,..\python\Lab4\dataset\tiger\0175.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0176.jpg,..\python\Lab4\dataset\tiger\0176.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0177.jpg,..\python\Lab4\dataset\tiger\0177.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0178.jpg,..\python\Lab4\dataset\tiger\0178.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0179.jpg,..\python\Lab4\dataset\tiger\0179.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0180.jpg,..\python\Lab4\dataset\tiger\0180.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0181.jpg,..\python\Lab4\dataset\tiger\0181.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0182.jpg,..\python\Lab4\dataset\tiger\0182.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0183.jpg,..\python\Lab4\dataset\tiger\0183.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0184.jpg,..\python\Lab4\dataset\tiger\0184.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0185.jpg,..\python\Lab4\dataset\tiger\0185.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0186.jpg,..\python\Lab4\dataset\tiger\0186.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0187.jpg,..\python\Lab4\dataset\tiger\0187.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0188.jpg,..\python\Lab4\dataset\tiger\0188.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0189.jpg,..\python\Lab4\dataset\tiger\0189.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0190.jpg,..\python\Lab4\dataset\tiger\0190.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0191.jpg,..\python\Lab4\dataset\tiger\0191.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0192.jpg,..\python\Lab4\dataset\tiger\0192.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0193.jpg,..\python\Lab4\dataset\tiger\0193.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0194.jpg,..\python\Lab4\dataset\tiger\0194.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0195.jpg,..\python\Lab4\dataset\tiger\0195.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0196.jpg,..\python\Lab4\dataset\tiger\0196.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0197.jpg,..\python\Lab4\dataset\tiger\0197.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0198.jpg,..\python\Lab4\dataset\tiger\0198.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0199.jpg,..\python\Lab4\dataset\tiger\0199.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0200.jpg,..\python\Lab4\dataset\tiger\0200.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0201.jpg,..\python\Lab4\dataset\tiger\0201.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0202.jpg,..\python\Lab4\dataset\tiger\0202.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0203.jpg,..\python\Lab4\dataset\tiger\0203.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0204.jpg,..\python\Lab4\dataset\tiger\0204.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0205.jpg,..\python\Lab4\dataset\tiger\0205.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0206.jpg,..\python\Lab4\dataset\tiger\0206.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0207.jpg,..\python\Lab4\dataset\tiger\0207.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0208.jpg,..\python\Lab4\dataset\tiger\0208.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0209.jpg,..\python\Lab4\dataset\tiger\0209.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0210.jpg,..\python\Lab4\dataset\tiger\0210.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0211.jpg,..\python\Lab4\dataset\tiger\0211.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0212.jpg,..\python\Lab4\dataset\tiger\0212.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0213.jpg,..\python\Lab4\dataset\tiger\0213.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0214.jpg,..\python\Lab4\dataset\tiger\0214.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0215.jpg,..\python\Lab4\dataset\tiger\0215.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0216.jpg,..\python\Lab4\dataset\tiger\0216.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0217.jpg,..\python\Lab4\dataset\tiger\0217.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0218.jpg,..\python\Lab4\dataset\tiger\0218.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0219.jpg,..\python\Lab4\dataset\tiger\0219.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0220.jpg,..\python\Lab4\dataset\tiger\0220.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0221.jpg,..\python\Lab4\dataset\tiger\0221.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0222.jpg,..\python\Lab4\dataset\tiger\0222.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0223.jpg,..\python\Lab4\dataset\tiger\0223.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0224.jpg,..\python\Lab4\dataset\tiger\0224.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0225.jpg,..\python\Lab4\dataset\tiger\0225.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0226.jpg,..\python\Lab4\dataset\tiger\0226.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0227.jpg,..\python\Lab4\dataset\tiger\0227.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0228.jpg,..\python\Lab4\dataset\tiger\0228.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0229.jpg,..\python\Lab4\dataset\tiger\0229.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0230.jpg,..\python\Lab4\dataset\tiger\0230.jpg,tiger
D:\Projects\Python\python\Lab4\dataset\tiger\0231.jpg,..\python\Lab4\dataset\tiger\0231.jpg,tiger
